instruction,category,intent,urgency
where do i post a product review? many thanks.,FEEDBACK,review,low
"hlelo, how do i add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address,medium
please connect me to a real person. looking forward to hearing back.,CONTACT,contact_human_agent,low
"i changed my mind, can i cancel my recent purchase?",CANCEL,cancel_order,high
how do i log into a secondary account?,ACCOUNT,switch_account,low
Can I have two acconuts and switch between them? This is urgent.,ACCOUNT,switch_account,low
Can I pay with PayPal? Is bank transfre an option?,PAYMENT,check_payment_methods,medium
Please connect me to a real preson. Thanks!,CONTACT,contact_human_agent,low
i want to save a secodn addrses for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"hey there, i nede to modify my existing order",ORDER,change_order,medium
please change the size on my recent order before it ships,ORDER,change_order,medium
How do I log into a secondary acocunt?,ACCOUNT,switch_account,low
Quick question - I want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
the signup form keeps rejecting my email.,ACCOUNT,registration_problems,low
how do i order this product? thanks in advance.,ORDER,place_order,medium
"Excuse me, I wnat to lodge a complaint about the recent experience",FEEDBACK,complaint,high
"hey there, i need to update the email on my profile",ACCOUNT,edit_account,low
Can you check on the status of my refund?,REFUND,track_refund,high
Quick question - I want to deltee my account permanently,ACCOUNT,delete_account,high
Plesae connect me to a real person. Thanks in advance.,CONTACT,contact_human_agent,low
I need to talk to someone about my order.,CONTACT,contact_customer_service,low
Quick question - what are my payment options at cehckout?,PAYMENT,check_payment_methods,medium
"i'm ready to buy, what's next?",ORDER,place_order,medium
"Hi, how do I reqeust a refund?",REFUND,get_refund,high
"Quick question - I want to speak wiht a human agent, not a bot",CONTACT,contact_human_agent,low
How do I log into a secondary account?,ACCOUNT,switch_account,low
"Hey there, how do I contact your support team?",CONTACT,contact_customer_service,low
Quick quetsion - how I track my shipment?,ORDER,track_order,medium
please remove my acocunt from your system. many thanks.,ACCOUNT,delete_account,high
"excuse me, i need to modify my existing order",ORDER,change_order,medium
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
"Hell,o what shipping methods are available?",DELIVERY,delivery_options,medium
"Locked out of my account, password recovery isn't working!",ACCOUNT,recover_password,high
"Help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
"Hello, I want to get a refund for my purchase",REFUND,get_refund,high
Please cancel order #1234 before it ships. Thanks in advance.,CANCEL,cancel_order,high
i want to create a new account on your platform,ACCOUNT,create_account,low
I need my money bakc for this defective product!,REFUND,get_refund,high
"This is unacceptable, I wnat to flie a formal complaint! I'd appreciate a quick reply.",FEEDBACK,complaint,high
"good morning, i'm having trouble paying, the page errosr out",PAYMENT,payment_issue,high
quick question - do you offer money-back guarantees?,REFUND,check_refund_policy,high
"Hello, I need my account deleted right away",ACCOUNT,delete_account,high
can i have two accounts and switch between them? i'd appreciate a qucik reply.,ACCOUNT,switch_account,low
"I'm ready to buy, what's next?",ORDER,place_order,medium
"hi, i want to write a review of my experience",FEEDBACK,review,low
"have a question: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
Could you help - I'd like to download an invoice,INVOICE,get_invoice,medium
Can I have two accuonts and switch between them? I'd appreciate a quick reply.,ACCOUNT,switch_account,low
Can you tell me the status of order #9001?,ORDER,track_order,medium
Could you help - I need to change the shipipng address on my oredr,SHIPPING_ADDRESS,change_shipping_address,medium
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period,medium
"hey there, i want to speka with a human agent, not a bot",CONTACT,contact_human_agent,low
When can I expect my package? Looking forward to heraing back.,DELIVERY,delivery_period,medium
Can I set up multiple addresses on my prfoile?,SHIPPING_ADDRESS,set_up_shipping_address,medium
when can i expect my package? pelase assist.,DELIVERY,delivery_period,medium
"Hi team, I want to delete my account permaenntly",ACCOUNT,delete_account,high
I need to cancel my order immediately,CANCEL,cancel_order,high
"Wrong address on my order, please update it! Thansk!",SHIPPING_ADDRESS,change_shipping_address,medium
"Hi team, I need to modify my exsiting oredr",ORDER,change_order,medium
"good morning, i want to delete my account permanently",ACCOUNT,delete_account,high
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems,low
"hello, i'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
"Good morning, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
How can I change my account information?,ACCOUNT,edit_account,low
Please change the size on my recent order before it ships,ORDER,change_order,medium
please remove my account from your system. looking forward to hearing back.,ACCOUNT,delete_account,high
quick quetsion - i need to modify my existing order,ORDER,change_order,medium
Please change the size on my recent order before it ships,ORDER,change_order,medium
"Good morning, how do I request a rfeund?",REFUND,get_refund,high
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
i need my money back for this product!,REFUND,get_refund,high
"hi, i wnat to update the quantity in my order",ORDER,change_order,medium
"Hi, I'd like to place a new order",ORDER,place_order,medium
"hi, i forgot my password and can't log in",ACCOUNT,recover_password,high
Can I haev two accounts and switch between them? Looking forward to hearing back.,ACCOUNT,switch_account,low
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods,medium
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"Excuse me, how do I track my shipment?",ORDER,track_order,medium
Could you help - I'm getitng an error when trying to register,ACCOUNT,registration_problems,low
i have a question: i need a human agent right now,CONTACT,contact_human_agent,low
Do you offer express delivery? I'm in a,DELIVERY,delivery_options,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
Plesae cancel order #1234 before it ships. Thanks!,CANCEL,cancel_order,high
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund,high
Why can't I cretae account? It says invalid input.,ACCOUNT,registration_problems,low
"Hello, I'm extremely unhappy with the service",FEEDBACK,complaint,high
"Hi, can you help me complete my purchase?",ORDER,place_order,medium
"Please refund order #3300, the item arrived brokne. Cheers.",REFUND,get_refund,high
What is your customer service phone number?,CONTACT,contact_customer_service,low
"Hello, I forgot my password and cant' log in",ACCOUNT,recover_password,high
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"hey there, i want to switch to a different account",ACCOUNT,switch_account,low
Please chnage the size on my recent order before it ships,ORDER,change_order,medium
"Hey there, I want to switch to a account",ACCOUNT,switch_account,low
i have a question: how do i track my shipment?,ORDER,track_order,medium
how do i order this product? this is urgent.,ORDER,place_order,medium
do you take apple pay or only credit cards? looking forward to hearing back.,PAYMENT,check_payment_methods,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"wrong address on my order, please update it! plesae assist.",SHIPPING_ADDRESS,change_shipping_address,medium
"hey there, whta are my delivery options for this order?",DELIVERY,delivery_options,medium
I have a qusetion: how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"Good morning, how can I leave a review for the product I bought?",FEEDBACK,review,low
could you help - how do i edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address,medium
"i have a question: i'm still waiting for my refund, where is it?",REFUND,track_refund,high
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
Tracking number says delivered but I never got it. Many thanks.,ORDER,track_order,medium
"hi, i want to lodge a complanit about the recent experience",FEEDBACK,complaint,high
"Hello, I need to cancel my order immediately",CANCEL,cancel_order,high
"Excuse me, do you offer money-back guarantees?",REFUND,check_refund_policy,high
"Could you help - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent,low
"Hey there, is there a support email I can use?",CONTACT,contact_customer_service,low
"Good morning, I'd like to place a new order",ORDER,place_order,medium
Your support has been awful and I'm about it,FEEDBACK,complaint,high
Could you help - I want to switch to a different account,ACCOUNT,switch_account,low
where can i view my past invoices? cheers.,INVOICE,check_invoice,medium
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent,low
"Hey there, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address,medium
hi i forgot my password and can't log in,ACCOUNT,recover_password,high
"hello, when will my refund be processed?",REFUND,track_refund,high
"good morning, i want to write a review of my experience",FEEDBACK,review,low
"hey there, is a support email i can use?",CONTACT,contact_customer_service,low
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
Can I set up multiple addresses on my profile? Looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
