instruction,category,intent
quick question - do you offer money-back guarantees?,REFUND,check_refund_policy
"Hello, I need my account deleted right away",ACCOUNT,delete_account
can i have two accounts and switch between them? i'd appreciate a qucik reply.,ACCOUNT,switch_account
"I'm ready to buy, what's next?",ORDER,place_order
"hi, i want to write a review of my experience",FEEDBACK,review
"have a question: i want to speak with a human agent, not a bot",CONTACT,contact_human_agent
Could you help - I'd like to download an invoice,INVOICE,get_invoice
Can I have two accuonts and switch between them? I'd appreciate a quick reply.,ACCOUNT,switch_account
Can you tell me the status of order #9001?,ORDER,track_order
Could you help - I need to change the shipipng address on my oredr,SHIPPING_ADDRESS,change_shipping_address
"Hi, how long will my order take to arrive?",DELIVERY,delivery_period
"hey there, i want to speka with a human agent, not a bot",CONTACT,contact_human_agent
When can I expect my package? Looking forward to heraing back.,DELIVERY,delivery_period
Can I set up multiple addresses on my prfoile?,SHIPPING_ADDRESS,set_up_shipping_address
when can i expect my package? pelase assist.,DELIVERY,delivery_period
"Hi team, I want to delete my account permaenntly",ACCOUNT,delete_account
I need to cancel my order immediately,CANCEL,cancel_order
"Wrong address on my order, please update it! Thansk!",SHIPPING_ADDRESS,change_shipping_address
"Hi team, I need to modify my exsiting oredr",ORDER,change_order
"good morning, i want to delete my account permanently",ACCOUNT,delete_account
"Good morning, I keep getting 'username already taken' but I'm new",ACCOUNT,registration_problems
"hello, i'm having trouble paying, the page errors out",PAYMENT,payment_issue
"Good morning, cancel my order asap, I ordered the wrong item",CANCEL,cancel_order
How can I change my account information?,ACCOUNT,edit_account
Please change the size on my recent order before it ships,ORDER,change_order
please remove my account from your system. looking forward to hearing back.,ACCOUNT,delete_account
quick quetsion - i need to modify my existing order,ORDER,change_order
Please change the size on my recent order before it ships,ORDER,change_order
"Good morning, how do I request a rfeund?",REFUND,get_refund
"good morning, do you offer money-back guarantees?",REFUND,check_refund_policy
"Hi, please send me the invoice for my recent order",INVOICE,get_invoice
i need my money back for this product!,REFUND,get_refund
"hi, i wnat to update the quantity in my order",ORDER,change_order
"Hi, I'd like to place a new order",ORDER,place_order
"hi, i forgot my password and can't log in",ACCOUNT,recover_password
Can I haev two accounts and switch between them? Looking forward to hearing back.,ACCOUNT,switch_account
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods
Do you take Apple Pay or only credit cards? Thanks in advance.,PAYMENT,check_payment_methods
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account
"Excuse me, how do I track my shipment?",ORDER,track_order
Could you help - I'm getitng an error when trying to register,ACCOUNT,registration_problems
i have a question: i need a human agent right now,CONTACT,contact_human_agent
Do you offer express delivery? I'm in a,DELIVERY,delivery_options
How do I log into a secondary account?,ACCOUNT,switch_account
Plesae cancel order #1234 before it ships. Thanks!,CANCEL,cancel_order
"Please refund order #3300, the item arrived broken. Cheers.",REFUND,get_refund
Why can't I cretae account? It says invalid input.,ACCOUNT,registration_problems
"Hello, I'm extremely unhappy with the service",FEEDBACK,complaint
"Hi, can you help me complete my purchase?",ORDER,place_order
"Please refund order #3300, the item arrived brokne. Cheers.",REFUND,get_refund
What is your customer service phone number?,CONTACT,contact_customer_service
"Hello, I forgot my password and cant' log in",ACCOUNT,recover_password
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account
"hey there, i want to switch to a different account",ACCOUNT,switch_account
Please chnage the size on my recent order before it ships,ORDER,change_order
"Hey there, I want to switch to a account",ACCOUNT,switch_account
i have a question: how do i track my shipment?,ORDER,track_order
how do i order this product? this is urgent.,ORDER,place_order
do you take apple pay or only credit cards? looking forward to hearing back.,PAYMENT,check_payment_methods
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"wrong address on my order, please update it! plesae assist.",SHIPPING_ADDRESS,change_shipping_address
"hey there, whta are my delivery options for this order?",DELIVERY,delivery_options
I have a qusetion: how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
"Good morning, how can I leave a review for the product I bought?",FEEDBACK,review
could you help - how do i edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
"i have a question: i'm still waiting for my refund, where is it?",REFUND,track_refund
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
Tracking number says delivered but I never got it. Many thanks.,ORDER,track_order
"hi, i want to lodge a complanit about the recent experience",FEEDBACK,complaint
"Hello, I need to cancel my order immediately",CANCEL,cancel_order
"Excuse me, do you offer money-back guarantees?",REFUND,check_refund_policy
"Could you help - I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
"Hey there, is there a support email I can use?",CONTACT,contact_customer_service
"Good morning, I'd like to place a new order",ORDER,place_order
Your support has been awful and I'm about it,FEEDBACK,complaint
Could you help - I want to switch to a different account,ACCOUNT,switch_account
where can i view my past invoices? cheers.,INVOICE,check_invoice
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods
Can a live representative help me? The chatbot isn't enough.,CONTACT,contact_human_agent
"Hey there, I need to change the shipping address on my order",SHIPPING_ADDRESS,change_shipping_address
hi i forgot my password and can't log in,ACCOUNT,recover_password
"hello, when will my refund be processed?",REFUND,track_refund
"good morning, i want to write a review of my experience",FEEDBACK,review
"hey there, is a support email i can use?",CONTACT,contact_customer_service
i want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address
Can I set up multiple addresses on my profile? Looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address
Can you help me open a customer account? Cheers.,ACCOUNT,create_account
i have a question: i forgot my password and can't log in,ACCOUNT,recover_password
"Excuse me, how do I edit the delivery address?",SHIPPING_ADDRESS,change_shipping_address
"Good morning, when wlil my refund be processed?",REFUND,track_refund
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy
Can I add another item to order #4422?,ORDER,change_order
"I'd like to register, what's the process? Cheers.",ACCOUNT,create_account
"Excuse me, pleaes send me the invoice for my recent odrer",INVOICE,get_invoice
can you hlep me open a customer acocunt? this is urgent.,ACCOUNT,create_account
"Excuse me, I want to speak with a human agent, not a bot",CONTACT,contact_human_agent
"Hi, I'm trying to find a copy of my invoice",INVOICE,check_invoice
Where do I post a product review? Please asssit.,FEEDBACK,review
"Hey there, I need to use a different user profile",ACCOUNT,switch_account
I have a question: I'd lkie to downolad an invoice,INVOICE,get_invoice
I have a question: how do I request a reufnd?,REFUND,get_refund
Can I pay with PayPal? Is bank transfer an,PAYMENT,check_payment_methods
how do I edit the delivery address?,SHIPPING_ADDRESS,change_shipping_address
quick question - how do i track my shipment?,ORDER,track_order
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription
"I'm ready to buy, what's next?",ORDER,place_order
The signup form keeps rejceting my email. Thanks in advance.,ACCOUNT,registration_problems
"i'm having trouble paying, the page errors out",PAYMENT,payment_issue
Where do I post a product review? Looking forward to hearing back.,FEEDBACK,review
"Helol, when will my refund be processed?",REFUND,track_refund
I'd liek to shrae my feedback on a recent,FEEDBACK,review
Can you tell me the status of order #9010?,ORDER,track_order
connect me to a real person. many thanks.,CONTACT,contact_human_agent
Quick question - I keep getting 'username already takne' but I'm new,ACCOUNT,registration_problems
"Hello, how do I add a new shipping address to my account?",SHIPPING_ADDRESS,set_up_shipping_address
could you help - what is your refund polciy?,REFUND,check_refund_policy
"Hello, is there a support email I can use?",CONTACT,contact_customer_service
Could you help - I need to use a different user profile,ACCOUNT,switch_account
what are my delivery options for this order?,DELIVERY,delivery_options
"Excuse me, whree is order? It hasn't arrived yet",ORDER,track_order
How do I log into a secondary account?,ACCOUNT,switch_account
Can you show me invoice number 8842?,INVOICE,check_invoice
quick question - i want to delete my account permanently,ACCOUNT,delete_account
"Good morning, how can I leave a review for the product I bought?",FEEDBACK,review
"good morning, how do i subscribe to your newsletter?",NEWSLETTER,newsletter_subscription
"Hey there, how can I sign up for an account?",ACCOUNT,create_account
"wrong address on my odrer, pleaes updaet it! many thanks.",SHIPPING_ADDRESS,change_shipping_address
"Hello, sign me up for promotional emaisl",NEWSLETTER,newsletter_subscription
"Hey there, what are my payment at checkout?",PAYMENT,check_payment_methods
"Hi, how do I subscribe to your newsletter?",NEWSLETTER,newsletter_subscription
please cancel order #1234 before it ships. i'd appreciate a quick reply.,CANCEL,cancel_order
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account
"Wrong address on my order, please update it!",SHIPPING_ADDRESS,change_shipping_address
