instruction,category,intent,urgency
"Hey there, I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"Excuse me, is there a support email I can use?",CONTACT,contact_customer_service,low
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Hey there, estimated delivrey for standard shipping?",DELIVERY,delivery_period,medium
what is your customer service phone number?,CONTACT,contact_customer_service,low
tracking number says delivered but i never got it. thanks in advance.,ORDER,track_order,medium
"Hi team, I'd like to download an invoice",INVOICE,get_invoice,medium
Can you tell me the status of order #9001?,ORDER,track_order,medium
How do I order this product? Cheers.,ORDER,place_order,medium
I watn to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
Could you help - how do I a new shipping address to my account?,SHIPPING_ADDRESS,set_up_shipping_address,medium
I have a question: what are my payment options at checkout?,PAYMENT,check_payment_methods,medium
"Excuse me, I need to use a different uesr profile",ACCOUNT,switch_account,low
"I have a question: cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
Could you help - I need to cancel my order immediately,CANCEL,cancel_order,high
"I need to reset my password, please Cheers.",ACCOUNT,recover_password,high
"Hey there, wehn will my refund be processed?",REFUND,track_refund,high
How can I change my account information?,ACCOUNT,edit_account,low
"good morning, i need to cancel my order immediately",CANCEL,cancel_order,high
"Good morning, I'd like to plaec a new order",ORDER,place_order,medium
I want to update the quantity in my order,ORDER,change_order,medium
"hi, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"Help, the payment falied but money was deducted!",PAYMENT,payment_issue,high
I have a question: the password reset email never arrived,ACCOUNT,recover_password,high
can i pay with paypal? is bank transfer an option?,PAYMENT,check_payment_methods,medium
I need my money back for this defective product!,REFUND,get_refund,high
i'd liek to edit my personal details. thanks!,ACCOUNT,edit_account,low
it's been 10 days and no refund yet. cheers.,REFUND,track_refund,high
Can I get a full refund if I'm not satisfied?,REFUND,check_refund_policy,high
"I have a question: cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
connect me to a real person. many thanks.,CONTACT,contact_human_agent,low
"hi team, how do i track my shipment?",ORDER,track_order,medium
Can I choose shipping? Thnaks!,DELIVERY,delivery_options,medium
i have a question: how do i track my shipment?,ORDER,track_order,medium
"Good morning, when will my refund be processed?",REFUND,track_refund,high
Can I have two accounts and switch between them? Please assist.,ACCOUNT,switch_account,low
when can i expect my package? looking forward to hearing back.,DELIVERY,delivery_period,medium
"I need to reset my password, please help. Looking forward to hearing back.",ACCOUNT,recover_password,high
Can I pay with PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
can i set up multiple addresses on my profile? looking forward to hearing back.,SHIPPING_ADDRESS,set_up_shipping_address,medium
"Could you help - I'm having trouble paying, the page errors out",PAYMENT,payment_issue,high
Can I unsubscribe from the newsletter please?,NEWSLETTER,newsletter_subscription,low
please change the size on my recent order before it ships,ORDER,change_order,medium
"Hey there, I need to modify my existing order",ORDER,change_order,medium
"Hi team, I want to switch to a different account",ACCOUNT,switch_account,low
"Hello, I nede to update the email on my profile",ACCOUNT,edit_account,low
"Hello, how do I request a refudn?",REFUND,get_refund,high
I nede my money back for this defective product!,REFUND,get_refund,high
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"hi team, i want to delete my account permanently",ACCOUNT,delete_account,high
"hi taem, is theer a support email i can use?",CONTACT,contact_customer_service,low
"Hi, I want to update the quantity in my order",ORDER,change_order,medium
Can you check on the status of my refund?,REFUND,track_refund,high
"hi, i want to switch to a different account",ACCOUNT,switch_account,low
"I changed my mind, can I cancel my recent purchase?",CANCEL,cancel_order,high
"Hey there, how can I leave a reviwe for the product I bought?",FEEDBACK,review,low
it's been 10 days and no refund yet. looking forward to hearing bakc.,REFUND,track_refund,high
"Excuse me, I want to get a refund for my purchase",REFUND,get_refund,high
"Could you help - I'm still waiting for my refund, where is it?",REFUND,track_refund,high
Quick question - I need to update the email on my profile,ACCOUNT,edit_account,low
can you show me invoice number 8842?,INVOICE,check_invoice,medium
"i need to reset my password, please help. this is urgent.",ACCOUNT,recover_password,high
Quick quetsion - I'm gettnig an error when trynig to register,ACCOUNT,registration_problems,low
"help, the paymetn failed but money was deducted!",PAYMENT,payment_issue,high
"Hi, I want to wrtie a review of my experienec",FEEDBACK,review,low
how do i order this product? looking forward to hearing back.,ORDER,place_order,medium
Where can I view my psat invoices? Please assist.,INVOICE,check_invoice,medium
"Please refund oredr #3300, the item arrived broken. Please assist.",REFUND,get_refund,high
Can you check on the status of my refund?,REFUND,track_refund,high
please connect me to a real person. thanks!,CONTACT,contact_human_agent,low
how many days do i have to an item? please assist.,REFUND,check_refund_policy,high
"Colud you hepl - cancel my order asap, I ordered the wrong item",CANCEL,cancel_order,high
Can you email me a PDF invoice for order #5500?,INVOICE,get_invoice,medium
"I'm still waiting for my refund, where is it?",REFUND,track_refund,high
"i need to reset my password, please help.",ACCOUNT,recover_password,high
can you tell me the status of order #9001?,ORDER,track_order,medium
"hey there, how do i request a refund?",REFUND,get_refund,high
It's been 10 days and no refund yet. Many thanks.,REFUND,track_refund,high
"Hi team, when will my refund be processed?",REFUND,track_refund,high
"Excuse me, please send me the invoice for my recent order",INVOICE,get_invoice,medium
"i'm reayd to buy, what's next?",ORDER,place_order,medium
How do I log into a secondary account?,ACCOUNT,switch_account,low
Whta's the typical delivery time to my country?,DELIVERY,delivery_period,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Do you take Apple Pay or only credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order,medium
I'd like to edit my personal details. Thanks!,ACCOUNT,edit_account,low
cuold you hepl - i want to lodge a complaint about the recent experience,FEEDBACK,complaint,high
I need an invoice for accounting. Thanks in advanc.e,INVOICE,get_invoice,medium
What's the typical delivery time to my country?,DELIVERY,delivery_period,medium
Tracking number says delivered but I never got it. Thanks in advance.,ORDER,track_order,medium
quick question - i need to modify my existing order,ORDER,change_order,medium
Can I pay wtih PayPal? Is bank transfer an option?,PAYMENT,check_payment_methods,medium
I want to save a second address for deliveries,SHIPPING_ADDRESS,set_up_shipping_address,medium
i'd like to edit my personal details. many thanks.,ACCOUNT,edit_account,low
it's been 10 days and no refund yet. many thanks.,REFUND,track_refund,high
Please cancel order #1234 before it ships. Thanks in advance.,CANCEL,cancel_order,high
quick questoin - the password reset email neevr arrived,ACCOUNT,recover_password,high
I want to update the quantity in my order,ORDER,change_order,medium
"Hello, I'm still wiating for my refund, where is it?",REFUND,track_refund,high
Tracking number says delviered but I never it. Many thanks.,ORDER,track_order,medium
"Good morning, I want to update the quantity in my order",ORDER,change_order,medium
"help, the payment failed but money was deducted!",PAYMENT,payment_issue,high
I want to update the quantity in my order,ORDER,change_order,medium
"hi team, i'm getting an error when trying to register",ACCOUNT,registration_problems,low
the signup form keeps rejecting my email. many thanks.,ACCOUNT,registration_problems,low
Do you take Apple Pay or onyl credit cards? Looking forward to hearing back.,PAYMENT,check_payment_methods,medium
could you help - where is my order? it hasn't arrived yet,ORDER,track_order,medium
"this is unacceptable, i want to file a formal complaint! many thanks.",FEEDBACK,complaint,high
Please cancel order #1234 before it ships. This is urgent.,CANCEL,cancel_order,high
can you show me invoice number 8842?,INVOICE,check_invoice,medium
how do i log into a secondary account?,ACCOUNT,switch_account,low
"Hello, how do I subscribe your newsletter?",NEWSLETTER,newsletter_subscription,low
could you help - i need to change the shipping address on my order,SHIPPING_ADDRESS,change_shipping_address,medium
Your support has been awful and I'm furiuos about it,FEEDBACK,complaint,high
"i'm ready to buy, what's next?",ORDER,place_order,medium
"Wrong address on my order, plesae update it! Thanks in advance.",SHIPPING_ADDRESS,change_shipping_address,medium
"hello, i'm getting an errro when tyring to register",ACCOUNT,registration_problems,low
Could you help - do you offer money-back guarantees?,REFUND,check_refund_policy,high
"This is unacceptable, I want to file a formal comlpaint! Looking forward to heraing back.",FEEDBACK,complaint,high
How do I close my account? I no longer want to use the service.,ACCOUNT,delete_account,high
"Excuse me, I need a human agent right now",CONTACT,contact_human_agent,low
"Hey there, I want to update the quantity in my order",ORDER,change_order,medium
can i pay with paypal? is bank transfre an option?,PAYMENT,check_payment_methods,medium
"Hey there, I need to update the email on my profile",ACCOUNT,edit_account,low
"Good morning, cancel my order aspa, I ordered the wrong item",CANCEL,cancel_order,high
How do I order thsi product?,ORDER,place_order,medium
